iter	Logloss
260	0.3945015759
261	0.3939867807
262	0.3935081973
263	0.3929604603
264	0.3926659437
265	0.392002216
266	0.3914509996
267	0.3908459997
268	0.3904021758
269	0.3896455541
270	0.3890098932
271	0.3884138152
272	0.3878671379
273	0.3873912858
274	0.3869630446
275	0.3865850136
276	0.3861830749
277	0.3855981505
278	0.3851434791
279	0.3845262802
280	0.3840151239
281	0.3834908723
282	0.3829957266
283	0.3824742498
284	0.3821079109
285	0.3816358028
286	0.3809881074
287	0.3806245894
288	0.3799942426
289	0.3793908784
290	0.3787645958
291	0.3783300385
292	0.3777400428
293	0.3773320251
294	0.3767497735
295	0.3762251937
296	0.3756465078
297	0.3752424129
298	0.3745615743
299	0.3742082981
300	0.3738365736
301	0.3735682368
302	0.3730982265
303	0.3725525018
304	0.3718858214
305	0.371422076
306	0.3711073393
307	0.3706087825
308	0.3699535177
309	0.3694532297
310	0.3689220722
311	0.3684882602
312	0.3679853295
313	0.3676099339
314	0.3671561266
315	0.3665929857
316	0.3660022892
317	0.365442557
318	0.3649316503
319	0.3643196223
320	0.3639618769
321	0.3634264902
322	0.3630259211
323	0.3624326592
324	0.3620107354
325	0.36152021
326	0.3609833249
327	0.3605836536
328	0.3602880684
329	0.3598914308
330	0.3595231758
331	0.3590520929
332	0.3584731604
333	0.3582348645
334	0.357740828
335	0.3571315765
336	0.3566602934
337	0.356212046
338	0.3556528855
339	0.3552031603
340	0.3547186015
341	0.354146489
342	0.3536993654
343	0.3532636322
344	0.3527663401
345	0.3519596727
346	0.3513453957
347	0.3508651546
348	0.3502962276
349	0.349755203
350	0.349346899
351	0.348859317
352	0.3483403836
353	0.3480926363
354	0.3476534729
355	0.3473443906
356	0.3468152649
357	0.3464704342
358	0.3459133271
359	0.3453779164
360	0.3448127125
361	0.3444438061
362	0.3441377445
363	0.343539768
364	0.3429541561
365	0.3426624591
366	0.3424923456
367	0.342000237
368	0.3415852966
369	0.3413376569
370	0.3407350949
371	0.3401736652
372	0.3398104786
373	0.3394801699
374	0.3393402567
375	0.3389051186
376	0.3383573474
377	0.3378894571
378	0.3374310042
379	0.3371184011
380	0.33666865
381	0.3364563244
382	0.3359599047
383	0.3355612109
384	0.3351555683
385	0.3346836174
386	0.3343322674
387	0.3340578147
388	0.3336646551
389	0.3334459883
390	0.3330937886
391	0.3327829068
392	0.3323760193
393	0.3319717257
394	0.3314545698
395	0.331023893
396	0.3308370611
397	0.330604182
398	0.330213843
399	0.329805394
400	0.3294702378
401	0.3292023878
402	0.3289573243
403	0.3286549654
404	0.3282931637
405	0.3279046477
406	0.3273638522
407	0.326908029
408	0.3265420807
409	0.3262962985
410	0.3260048331
411	0.3256575645
412	0.3253937437
413	0.3251875049
414	0.324933118
415	0.3245668781
416	0.3240315674
417	0.3236880788
418	0.3233973892
419	0.3231191212
420	0.3227038917
421	0.3224060754
422	0.3220317482
423	0.3215762072
424	0.3213777109
425	0.3210205708
426	0.3206866058
427	0.3201330383
428	0.3198945499
429	0.3196158779
430	0.3193272417
431	0.3190755259
432	0.3186446582
433	0.3181720574
434	0.3178497765
435	0.3173172778
436	0.316972485
437	0.3166507647
438	0.3162837615
439	0.3159253865
440	0.3156491522
441	0.3151720811
442	0.3149576172
443	0.3146526284
444	0.3143918014
445	0.3141646832
446	0.3138963459
447	0.3133639619
448	0.313117962
449	0.3128795943
450	0.3124956712
451	0.3122981462
452	0.3120393036
453	0.3118087198
454	0.3113570129
455	0.3111311266
456	0.310889755
457	0.3105125631
458	0.3102373054
459	0.3097821777
460	0.3094048579
461	0.3090742113
462	0.3086889819
463	0.3082164317
464	0.3079690145
465	0.3076122494
466	0.3074219639
467	0.3070245883
468	0.3065362114
469	0.3062441954
470	0.3060521132
471	0.3058125146
472	0.3054800358
473	0.3051621908
474	0.3046570561
475	0.3044088182
476	0.304090334
477	0.3037094014
478	0.3034448727
479	0.3031273124
480	0.3029179087
481	0.3026721772
482	0.3024015999
483	0.3019020062
484	0.3015106908
485	0.3012881533
486	0.3010733944
487	0.3007682709
488	0.3003202735
489	0.3000040552
490	0.299759942
491	0.2995742835
492	0.2994512292
493	0.2991141894
494	0.298802424
495	0.2985480562
496	0.2983161563
497	0.2981690858
498	0.2979277341
499	0.2975911238
500	0.2973265228
501	0.2972452061
502	0.2970997498
503	0.296893028
504	0.2966055839
505	0.2963453367
506	0.2961250356
507	0.295868545
508	0.2954867152
509	0.2952431769
510	0.2950101356
511	0.29470018
512	0.2943940227
513	0.2942166625
514	0.2940525014
515	0.2937850927
516	0.293493773
517	0.2932602666
518	0.2929254251
519	0.2926409905
520	0.29241773
521	0.2922132364
522	0.291950522
523	0.291802165
524	0.2915988341
525	0.291423275
526	0.2911787827
527	0.290726088
528	0.2903857953
529	0.2901971154
530	0.2898966786
531	0.2896824133
532	0.2895228394
533	0.2892887017
534	0.2891109809
535	0.2888943702
536	0.28868289
537	0.2884820572
538	0.2880883157
539	0.2879058119
540	0.2876728693
541	0.2874296612
542	0.2871720777
543	0.2869629508
544	0.2867186035
545	0.2864098209
546	0.2862905459
547	0.2860816014
548	0.2857608911
549	0.2856286921
550	0.2852386252
551	0.2849162872
552	0.2847289638
553	0.2845062708
554	0.2840961446
555	0.283974749
556	0.2836734695
557	0.2834155619
558	0.2832138315
559	0.282834961
560	0.2825491864
561	0.2823665235
562	0.282217411
563	0.282009646
564	0.2816242807
565	0.2813472422
566	0.2811109862
567	0.280846907
568	0.2806619059
569	0.2804705463
570	0.280254917
571	0.2800411044
572	0.2798607092
573	0.2795742345
574	0.2793397636
575	0.2790959437
576	0.2787684959
577	0.2785626721
578	0.2783546557
579	0.2782348704
580	0.2779698366
581	0.2777661809
582	0.2775220865
583	0.2772660837
584	0.2770432126
585	0.2768508731
586	0.2765820669
587	0.2763060361
588	0.2760694159
589	0.275889826
590	0.2757476936
591	0.2756615757
592	0.2755050209
593	0.2751388154
594	0.2748625063
595	0.2745369319
596	0.2742360833
597	0.2739035774
598	0.2736050281
599	0.2733321949
600	0.2730914322
601	0.2727259651
602	0.2724055421
603	0.2721251401
604	0.271929439
605	0.2717777075
606	0.2716268635
607	0.2713777345
608	0.271098132
609	0.2710327455
610	0.2707844912
611	0.2705465789
612	0.2703505331
613	0.2701279798
614	0.2699975581
615	0.2696847018
616	0.2694930881
617	0.2693048459
618	0.269087072
619	0.2688772483
620	0.2684905261
621	0.2681981651
622	0.2680345242
623	0.2678882526
624	0.2675860683
625	0.2673927185
626	0.2671545541
627	0.2670342131
628	0.2668882667
629	0.2667271183
630	0.2664511937
631	0.2663157964
632	0.2659731203
633	0.2657984362
634	0.2655944409
635	0.2654852856
636	0.2652610242
637	0.2649843776
638	0.2646916707
639	0.2644433232
640	0.2642501687
641	0.2640503682
642	0.2637905327
643	0.2636325131
644	0.2633783412
645	0.2632695194
646	0.2630656514
647	0.2629358945
648	0.2627119131
649	0.26261545
650	0.2624283584
651	0.2622829346
652	0.2620410179
653	0.2617107749
654	0.2614914733
655	0.2612738738
656	0.2610156024
657	0.2608407508
658	0.2607436225
659	0.2604932915
660	0.2603759744
661	0.2602401245
662	0.2601190955
663	0.2597737569
664	0.2596514289
665	0.2594611706
666	0.2592606407
667	0.2589499744
668	0.2587624429
669	0.2586638306
670	0.2584552903
671	0.2582633745
672	0.2580774539
673	0.2579010405
674	0.2577755177
675	0.2575928762
676	0.257380963
677	0.2573261504
678	0.2572541988
679	0.2569013206
680	0.2565977954
681	0.256460817
682	0.2563495094
683	0.2561925072
684	0.2559662067
685	0.2558451223
686	0.2557259246
687	0.2555217733
688	0.2553960191
689	0.2552406326
690	0.25504825
691	0.2547885256
692	0.2545077927
693	0.2543856496
694	0.2542644014
695	0.2539453885
696	0.2537599005
697	0.2535806199
698	0.2534850896
699	0.2532572583
700	0.2531840361
701	0.2529575291
702	0.2527956465
703	0.2524181885
704	0.2522373444
705	0.2520896587
706	0.2519345324
707	0.2518073333
708	0.2514984359
709	0.2512159776
710	0.2510392289
711	0.2508729995
712	0.2504979873
713	0.2502327485
714	0.250161572
715	0.2499424076
716	0.2497871594
717	0.2496512789
718	0.2495541778
719	0.2494020378
720	0.2492469559
721	0.249112504
722	0.2489584103
723	0.2487403888
724	0.2486052376
725	0.2484742718
726	0.2483171795
727	0.2481892734
728	0.2480341502
729	0.2478609959
730	0.2477010267
731	0.24752131
732	0.2473419568
733	0.2471643775
734	0.247058044
735	0.246883026
736	0.2467573262
737	0.2465932763
738	0.2464421276
739	0.2462456448
740	0.2460731676
741	0.2459762084
742	0.2458185419
743	0.2456599716
744	0.2453325878
745	0.2451868818
746	0.244957616
747	0.2446210431
748	0.2444574823
749	0.2442049159
750	0.2440287057
751	0.2438596326
752	0.2436757109
753	0.2435339133
754	0.2434554938
755	0.2432631661
756	0.2429716093
757	0.2428099767
758	0.2426895733
759	0.2425732537
760	0.2424637848
761	0.2423672831
762	0.2421502881
763	0.2419196301
764	0.2418112358
765	0.2417161473
766	0.2415920245
767	0.2413921027
768	0.2412494455
769	0.2410613624
770	0.2409846976
771	0.2407172716
772	0.2406090379
773	0.2403602598
774	0.2401577376
775	0.2398750267
776	0.2397110377
777	0.2396033358
778	0.2395010345
779	0.2392822122
780	0.2391920815
781	0.2390524095
782	0.2389811839
783	0.2388525194
784	0.2386220064
785	0.2384898463
786	0.2382922163
787	0.2382406271
788	0.2379592101
789	0.2378038091
790	0.2376786116
791	0.2376146162
792	0.2375486457
793	0.2373458825
794	0.2370861604
795	0.2369489811
796	0.2367511463
797	0.2366478622
798	0.2365029855
799	0.2363621339
800	0.2362054929
801	0.2359791513
802	0.2358888568
803	0.2357698914
804	0.2355292916
805	0.2353329373
806	0.2351572243
807	0.2350553734
808	0.2349114023
809	0.2346895562
810	0.234511065
811	0.2342652508
812	0.2341432953
813	0.2340098114
814	0.2338896671
815	0.233730266
816	0.2336247469
817	0.2333670991
818	0.2332270269
819	0.2330737544
820	0.2329371637
821	0.2327284116
822	0.2325673441
823	0.2324094856
824	0.2323313966
825	0.2322480093
826	0.2321310031
827	0.2319181387
828	0.2317666917
829	0.2316808805
830	0.2315230917
831	0.2314256522
832	0.2313110595
833	0.2312255739
834	0.231028764
835	0.2309161423
836	0.2307712549
837	0.2304682715
838	0.2303841897
839	0.2302705887
840	0.2300716254
841	0.2299664081
842	0.2298591166
843	0.2297376915
844	0.2296567423
845	0.2295967091
846	0.229476043
847	0.2293026735
848	0.2292112263
849	0.2291048446
850	0.2288652524
851	0.2286469972
852	0.2285423193
853	0.2284500211
854	0.2281782308
855	0.228075085
856	0.2279846698
857	0.2278214611
858	0.2275611557
859	0.2272768545
860	0.2271350498
861	0.2270006187
862	0.2268916188
863	0.226665079
864	0.2265139554
865	0.2264100922
866	0.2263553799
867	0.2262613299
868	0.2261491703
869	0.2260172709
870	0.2259227115
871	0.2257746429
872	0.2256790786
873	0.2255605822
874	0.2254627068
875	0.2253478117
876	0.225206127
877	0.2251261374
878	0.2248056176
879	0.2246783405
880	0.2245670374
881	0.2244756707
882	0.2243258044
883	0.2241649078
884	0.2239241321
885	0.2237911205
886	0.2236859557
887	0.2235972728
888	0.2234420699
889	0.2233548017
890	0.2232700502
891	0.2231459576
892	0.2229799981
893	0.2227777761
894	0.2225947114
895	0.2224972011
896	0.2222388643
897	0.222139662
898	0.2220608254
899	0.2219540131
900	0.2218761268
901	0.2217995514
902	0.2216600295
903	0.2215701472
904	0.2214700139
905	0.2212466316
906	0.2211051785
907	0.2210079196
908	0.2209175605
909	0.2208300155
910	0.2207489448
911	0.2206728475
912	0.2204790928
913	0.2202681074
914	0.220174699
915	0.2200764464
916	0.2197964601
917	0.2195939107
918	0.2195159472
919	0.2194322805
920	0.2193846367
921	0.2193202202
922	0.2192710634
923	0.2191892892
924	0.2190896852
925	0.2189902628
926	0.2189111189
927	0.2188710631
928	0.2187573463
929	0.2186095003
930	0.2185214584
931	0.2184313878
932	0.2182863527
933	0.2180984266
934	0.2179006061
935	0.2178398006
936	0.2177645703
937	0.2176449599
938	0.2175671844
939	0.2174848062
940	0.2174272216
941	0.2172939011
942	0.2172003451
943	0.2170762499
944	0.2168385941
945	0.2167477278
946	0.2165750001
947	0.2164793611
948	0.2163509084
949	0.2161646395
950	0.2160422907
951	0.2159618515
952	0.2158634977
953	0.2156991833
954	0.2154455418
955	0.2153491623
956	0.2152391034
957	0.215119062
958	0.2150050064
959	0.2148994829
960	0.2146956308
961	0.2146056152
962	0.2145141493
963	0.2144386346
964	0.2141287914
965	0.2139738712
966	0.2138174556
967	0.2137567348
968	0.2136641709
969	0.2134762631
970	0.2134218776
971	0.2132878965
972	0.2132194642
973	0.2131020595
974	0.213005914
975	0.2129200773
976	0.2128344741
977	0.2126973061
978	0.2126215959
979	0.2125090289
980	0.2122598899
981	0.2121577527
982	0.2118253341
983	0.211720827
984	0.2116198149
985	0.2115536618
986	0.2114675356
987	0.2114414092
988	0.2113558115
989	0.2112423322
990	0.2111752161
991	0.2111013062
992	0.2110631892
993	0.2110138183
994	0.2108773127
995	0.2107062661
996	0.2105695505
997	0.2104579764
998	0.2103689964
999	0.2102579527
90567
2406098133
